date,asset,ticker,close
2021-10-12,D05_SI,D05.SI,20.93549346923828
2021-10-13,D05_SI,D05.SI,21.192584991455078
2021-10-14,D05_SI,D05.SI,21.136995315551758
2021-10-15,D05_SI,D05.SI,21.130046844482422
2021-10-18,D05_SI,D05.SI,21.17868423461914
2021-10-19,D05_SI,D05.SI,21.692873001098633
2021-10-20,D05_SI,D05.SI,21.762353897094727
2021-10-21,D05_SI,D05.SI,21.692873001098633
2021-10-22,D05_SI,D05.SI,21.797096252441406
2021-10-25,D05_SI,D05.SI,21.880474090576172
2021-10-26,D05_SI,D05.SI,21.915218353271484
2021-10-27,D05_SI,D05.SI,22.068082809448242
2021-10-28,D05_SI,D05.SI,21.970806121826172
2021-10-29,D05_SI,D05.SI,21.908267974853516
2021-11-01,D05_SI,D05.SI,22.144515991210938
2021-11-02,D05_SI,D05.SI,22.304325103759766
2021-11-03,D05_SI,D05.SI,22.38075828552246
2021-11-05,D05_SI,D05.SI,22.43634605407715
2021-11-08,D05_SI,D05.SI,22.651744842529297
2021-11-09,D05_SI,D05.SI,22.44329261779785
2021-11-10,D05_SI,D05.SI,22.304325103759766
2021-11-11,D05_SI,D05.SI,22.3946590423584
2021-11-12,D05_SI,D05.SI,22.49294090270996
2021-11-15,D05_SI,D05.SI,22.598243713378906
2021-11-16,D05_SI,D05.SI,22.49294090270996
2021-11-17,D05_SI,D05.SI,22.612281799316406
2021-11-18,D05_SI,D05.SI,22.79480743408203
2021-11-19,D05_SI,D05.SI,22.801830291748047
2021-11-22,D05_SI,D05.SI,22.836933135986328
2021-11-23,D05_SI,D05.SI,22.7386474609375
2021-11-24,D05_SI,D05.SI,22.731626510620117
2021-11-25,D05_SI,D05.SI,22.542081832885742
2021-11-26,D05_SI,D05.SI,22.162988662719727
2021-11-29,D05_SI,D05.SI,21.615406036376953
2021-11-30,D05_SI,D05.SI,20.96954345703125
2021-12-01,D05_SI,D05.SI,22.029600143432617
2021-12-02,D05_SI,D05.SI,22.14894676208496
2021-12-03,D05_SI,D05.SI,22.092782974243164
2021-12-06,D05_SI,D05.SI,22.331472396850586
2021-12-07,D05_SI,D05.SI,22.506977081298828
2021-12-08,D05_SI,D05.SI,22.45783805847168
2021-12-09,D05_SI,D05.SI,22.42975425720215
2021-12-10,D05_SI,D05.SI,22.394657135009766
2021-12-13,D05_SI,D05.SI,22.35253143310547
2021-12-14,D05_SI,D05.SI,22.35253143310547
2021-12-15,D05_SI,D05.SI,22.394657135009766
2021-12-16,D05_SI,D05.SI,22.6965274810791
2021-12-17,D05_SI,D05.SI,22.77375030517578
2021-12-20,D05_SI,D05.SI,22.570159912109375
2021-12-21,D05_SI,D05.SI,22.563140869140625
2021-12-22,D05_SI,D05.SI,22.731626510620117
2021-12-23,D05_SI,D05.SI,22.815872192382812
2021-12-24,D05_SI,D05.SI,22.893095016479492
2021-12-27,D05_SI,D05.SI,22.815872192382812
2021-12-28,D05_SI,D05.SI,22.991378784179688
2021-12-29,D05_SI,D05.SI,23.012439727783203
2021-12-30,D05_SI,D05.SI,22.928199768066406
2021-12-31,D05_SI,D05.SI,22.928199768066406
2022-01-03,D05_SI,D05.SI,23.019458770751953
2022-01-04,D05_SI,D05.SI,23.665321350097656
2022-01-05,D05_SI,D05.SI,23.335371017456055
2022-01-06,D05_SI,D05.SI,23.742544174194336
2022-01-07,D05_SI,D05.SI,24.128662109375
2022-01-10,D05_SI,D05.SI,24.62008285522461
2022-01-11,D05_SI,D05.SI,24.86578941345215
